0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
Dawn Of The Dead,B000BQJO1Y,Dawn of the Dead,B00030ES9Q,Day Of The Dead,B000056BY1,Land of the Dead,B000B2YR88,Diary of the Dead,B001CDLARQ,Zombie,B0060GUZRQ,Zombi 2,B00009WVNT,"['venture', 'action', 'crime']"," Romero's ghastly sequel to his legendary ""Night of the Living Dead"" is equally brilliant and perhaps even more unsettling than the first installment. It is also spine-chillingly funny, making blunt comparisons between the dead-eyed, gore-loving zombies and vapid American consumers. (Next time you're at a mall, the impression will be hard to shake.) But for all its satirical wit, ""Dead"" also features riveting action sequences, culminating in the final showdown involving soldiers, bikers, and endless waves of the undead. Tom Savani's ghoulish effects are not for the faint of heart, so be sure you're in the mood for explicit slaughter.", George A. Romero's original Dawn of the Dead
The Secret Garden,B000GOWM2O,Secret Garden,6302986028,My Neighbor Totoro,6303118240,Anne of Green Gables,B00008T2TE,Bridge to Terabithia,B000P6R5Y8,Peter Pan,078881172X,The Velveteen Rabbit,B00007G1UY,"['venture', 'action', 'epic']"," A Little Princess is a wonderful tale about the love between a father and a daughter. But it's also about how we treat others and, even more importantly, ourselves. I had seen it years ago and now that I have a daughter I wanted to go ahead and buy it for her to watch later on. It's something I want her to see because I really think it teaches a lot of good things that little girls need to hear. It's very well done - and although I have yet to watch the second feature, ""the Secret Garden,"" I am familiar with the story and have every confidence it will be just as good for my kid/s to watch. I do think every household with a little girl in it should have a copy of A Little Princess!"," Safe, uplifting family entertainment"
Man on Fire,B000CNESWQ,Man On Fire,B001JZ7HVU,The Man From Nowhere,B004R10MA6,Taken,B002BI6SMI,Oldboy,B0029SCFE0,The Professional,0767802519,Punisher,B0002OXUX8,"['venture', 'action', 'crime']"," excellent. He shows whole lot of acting talent as he goes from a depressed, disgraced alcoholic to a brave & tender protector of a little girl & back to the stone-cold agent he once was. He is the bodyguard of a wise beyond her years Dakota Fanning, isolated with her family in Mexico City, where kidnapping is a real fact of life. They bond as he coaches her in sports at school, raisng her confidence & becoming the person she can depend on, her parents being rather occupied with their own lives. She gives him the respect & affection he hasn't had from the outside world in a long time. Washington shows a wide range in this movie & it can be enjoyed by both men & women."," Typical Denzel  Washington fare, which is to say,"
Elephant,B0001EFUFK,Irréversible,B00008YNI2,Irreversible,B00156VGX8,Funny Games,B0019LRH2I,Dogville,B0002F6B7Y,The Strangers,B001D2WU8O,The Tree of Life,B005HV6Y5W,"['venture', 'action', 'crime']"," I think its unfair to those people who do think this movie is boring, dull, bad acting, and bad dramatization to judge this movie in this way. Gus Van Sant obviously was trying to get into the life of teens in America. From what it looks like he did a good job, seeing as I'm a teen, and happen to live in America.  The teen life protrayed in the movie, weather it be boring, or exciting, is the way teens in America see life as.  Its a lot of hiding, and a lot of shawdow.  Unfortunatly if people who did see the movie did not see past the shadow, and weren't drawn into the movie, missed out.  If they really want to understand the movie, they should start remebering their high school life.", a youths perspective
Dawn of the Dead BD + DVD Value Pack,B002Y0KR6G,Dawn of the Dead,B00030ES9Q,Land of the Dead,B000B2YR88,Diary of the Dead,B001CDLARQ,Day Of The Dead,B000056BY1,28 Days Later,B000VDDWEC,28 Weeks Later,B000TJBN80,"['venture', 'action', 'crime']"," This remake of the 1978 classic Dawn of the Dead is awesome. The gore factor has been kicked up a notch, there are more characters, more action, more terrifying zombies, and the vibe is even creepier. The storyline is still vague however, because it's still about how there is no more room in hell and now the dead walk the earth. Plus, it doesn't feel like it has all the finesse of the creepy vibe of the original. Still it's one of the most solid remakes of any movie you can find. If you can't get enough of zombies you must buy this movie.", A SOLID REMAKE 9 OUT OF 10
Indiana Jones and the Kingdom of the Crystal Skull,B001DTPZNY,Indiana Jones - Giftset,079215827X,Cowboys & Aliens,B004EPYZSU,National Treasure,B0008JFMF6,Star Wars,B001EN71DQ,Star Wars: The Prequel Trilogy,B000PMG16U,Jurassic Park Adventure Pack,B000BCE918,"['venture', 'action', 'crime']"," Here's the thing... When you think Indiana Jones, you think quality action film. This was not quality by any means.<br /><br />1st of all, how can Indy's father of died? At the end of The Last Crusade, he drank from the Holy Grail so he's supposed to have eternal life. Instead of killing him off, just leave him out altogether.<br /><br />Then, ALIENS?! Are you serious?! This is an archeologist, not a UFO researcher. Just terrible. I saw it in the theater and really felt like I was ripped off. It's not even worth renting, much less buying.", Garbage
Pitch Black,B00005B6NC,The Chronicles of Riddick,B0002VEWME,Pandorum,B002QW7ALM,Event Horizon,B00157TR6U,Alien³,B0000VCZK2,The Descent,B000JJ5F0W,Outlander,B001EAWMGA,"['venture', 'action', 'crime']"," Got the three Riddick movies as a gift and watched all three over the weekend.  I can't believe I liked them so well.  This first movie has beautiful but very bleak desert scenery.  The characters are likeable and interesting, especially the Riddick character.  Much of the movie takes place in the dark, as the title describes.  It is suspenseful and I enjoyed watching it very much.  I was sad that most of the characters didn't make it, but overall I found this to be very well done as far as science fiction.  I liked it every bit as much as the old alien movies, maybe more.", First Riddick Movie
Planet of the Apes,B00005NOLV,Planet Of The Apes,B000SVZIS0,Planet Of Apes:tl Colle Bxcbsm,B000EBIOP8,Time Machine,6301977815,The Day the Earth Stood Still,B001THAS5K,Alien³,B00004S5PT,Star Trek - The Motion Picture,6300216802,"['venture', 'action', 'crime']"," If you're a Planet of the Apes fan, you gotta have this 2-disc 35th Anniversary set in your library; not for the first disc, but the second one.<br /><br />The first disc  has what you'd expect: the full-length sci-fi classic itself.<br /><br />But the second disc offers a truly unusual gallery of supporting materials that will certainly enrich and deepen your enjoyment of this cult masterpiece.<br /><br />My favorite Disc-Two materials include the 2-hour ""behind the scenes"" documentary hosted by Roddy McDowall; rare footage of dailies and outtakes; and again McDowall's on-set footage.<br /><br />Both thumbs up.", A Special Set to Go Ape over
The Count of Monte Cristo,B00006AUN6,The Count Of Monte Cristo,B005XCX2F0,Mansfield Park,B00005U1XU,The Pillars of the Earth,B003UD7J9E,The Inheritance,B00062IZ0Y,Jane Eyre,B000LPQ6DE,One Night with the King,B000JJSJO6,"['venture', 'action', 'crime']"," I am not a movie fan.  I find it difficult to sit and watch a story for 2 hours (and nearly impossible to 'suspend disbelief').  I will not pretend to write a clinical analysis of movie-making.  I will simply say I have seen this movie twice (and plan to see it again, nearly unheard of in my case) and both times was fully enveloped in this fascinating, beautifully told story.  That editing and departure from the novel occurred in some points is no surprise (just 2 hours), but the essence of the story remains, the victory of good over evil.  Tremendous movie.", spell-binding
Extremely Loud and Incredibly Close,B0077ATSZE,Remember Me,B003JHH1HG,Seven Pounds,B001PMR2F8,The Visitor,B001N406EM,"Visitor, The",B001C0NMUC,Hereafter,B004M5AOGY,The Boy In The Striped Pajamas,B00628RVV0,"['venture', 'action', 'crime']"," I must admit when i saw the previews for this movie i thought it was going to be a sappy love story.  Boy I was wrong this movie is an awsome movie and the actors and actress playing the indivual parts do an awsome job.  I must admit in one sceen in the movie when Sandra Bullock and the actor playing her son are arguing in the Bedroom is brings back memories of arguring with my parents and realizing that parents and children never truly get along until after the children grow up and realize what they had.  The movie for me is something i think that everybody needs to see, not only for the events surrounding this movie but how familes can be broken but together at the sametime.", Extremely Loud & Incredibly Close
High Anxiety,B000057272,The Mel Brooks Collection,B007LNBS2I,Mel Brooks Collector Set,0767726227,Young Frankenstein,B001DDBD0O,Blazing Saddles,630281622X,Airplane!,B00004RLV8,The Simpsons: Season 6,B0009PBLMW,"['venture', 'action', 'crime']"," The Blu-Ray edition of High Anxiety is devoted to Mel Brooks fans who did not matter seeing the departure of Gene Wilder from his scripts and casts. The film itself is not bad, but it is not brilliant, with some good moments but also with a lot, perhaps unintended movie clich&eacute;s.<br /><br />The Blu-Ray has a decent picture but it seems that the original film elements could not cater for more. In addition, sound quality is only fair. No improvements over the last DVD edition can be perceived.", More could not be expected.
Return To Oz,B003Y059EK,Return to Oz,B00000JMQD,Tin Man,B0019ZN2B4,Never Ending Story,B002YU4QSQ,Alice in Wonderland,7799122803,Legend,B0007PLLQ0,Spirited Away,B00005JLEU,"['venture', 'action', 'crime']"," Many reviewers have noted that this film is for adults not children but I think any child over fourth grade or so would find it enjoyable.  I agree, though, it could give nightmares to the real wee ones.  The ""Wheelers"" are the creepiest characters though of course the queen who keeps many alternative heads to wear according to her mood could be a bit frightening for the kindergarten set as well.  The movie is very creative and well done and the fantasy characters really do come to life.  True L. Frank Baum fans shouldn't miss this one!", For older children and adults..................
